"","Kingdom","Phylum","Class","Order","Family","Genus","Specie","C01","C010","C011","C012","C013","C014","C015","C016","C017","C018","C019","C02","C020","C03","C04","C05","C06","C07","C08","C09","C11","C110","C111","C112","C113","C114","C115","C116","C117","C118","C119","C12","C120","C13","C14","C15","C16","C17","C18","C19","C41","C410","C411","C412","C413","C414","C415","C416","C417","C418","C419","C42","C420","C43","C44","C45","C46","C47","C48","C49","C61","C610","C611","C612","C613","C614","C615","C616","C617","C618","C619","C62","C620","C63","C64","C65","C66","C67","C68","C69","C71","C710","C711","C712","C713","C714","C715","C716","C717","C718","C719","C72","C720","C73","C74","C75","C76","C77","C78","C79"
"OTU_277_Comamonas","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","bacterium",0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_278_Cellvibrio","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio","bacterium",0,0,0,0,0,0,0,0,0.00652696667811749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00790106492614222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137409824802473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00274819649604947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_279_Acidovorax","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","Acidovorax sp.",0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0.000343524562006183,0,0,0,0.000343524562006183,0.000687049124012367,0,0,0,0.000343524562006183,0,0,0,0.000343524562006183,0,0,0,0,0,0.000687049124012367,0.000343524562006183,0,0,0
"OTU_280_Pseudomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0
"OTU_281_Pseudomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","bacterium",0,0,0,0,0,0,0,0,0,0,0,0.0106492614221917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199244245963586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195809000343525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237031947784267,0,0,0,0,0,0,0,0,0.0020611473720371,0.00171762281003092,0,0.00171762281003092,0.00309172105805565,0.00240467193404328,0.00377877018206802,0.00274819649604947,0.00171762281003092,0.00446581930608038,0.00171762281003092,0.00309172105805565,0.00446581930608038,0.00103057368601855,0.0020611473720371,0.00240467193404328,0.000687049124012367,0.00274819649604947,0.00171762281003092,0.00309172105805565
"OTU_282_Duganella","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella","Duganella sacchari",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_283_Duganella","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella","Duganella radicis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127104087942288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961868773617314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0.000687049124012367,0,0.00137409824802473,0,0,0,0.000343524562006183,0.00137409824802473,0,0.00137409824802473,0,0.000343524562006183,0,0.000343524562006183,0.00103057368601855,0.00103057368601855,0.000343524562006183
"OTU_284_Pseudarcicella","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella","Arcicella sp.",0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_285_Acidovorax","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","Acidovorax sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_286_Pelomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377877018206802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237031947784267,0,0,0,0,0,0,0.000687049124012367,0,0,0,0.0020611473720371,0,0.000687049124012367,0.00171762281003092,0.00240467193404328,0.00309172105805565,0.00171762281003092,0.00171762281003092,0.00240467193404328,0.00137409824802473,0.00274819649604947,0.000687049124012367,0.00137409824802473,0.0020611473720371,0.00103057368601855,0.00137409824802473,0.00103057368601855,0.00137409824802473,0.00171762281003092,0.00240467193404328
"OTU_287_Pelomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0.0041222947440742,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0.000343524562006183,0,0,0,0.000687049124012367,0.000343524562006183,0.000687049124012367,0,0,0,0,0.000343524562006183,0
"OTU_288_Pelomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446581930608038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00583991755410512,0,0,0,0,0,0,0,0,0,0,0,0.00137409824802473,0,0.000343524562006183,0.00103057368601855,0.00103057368601855,0.000343524562006183,0.00103057368601855,0,0.000687049124012367,0.00137409824802473,0,0,0.000343524562006183,0,0.000687049124012367,0.000687049124012367,0.000343524562006183,0.000343524562006183,0
"OTU_289_f_Comamonadaceae","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","f_Comamonadaceae","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_290_Pseudarcicella","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_291_Limnohabitans","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans","bacterium",0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0.000687049124012367,0,0,0,0,0.00103057368601855,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_292_Limnohabitans","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0.00171762281003092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_293_f_Comamonadaceae","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","f_Comamonadaceae","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_294_Limnohabitans","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0.0061834421161113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020611473720371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_295_Flavobacterium","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","bacterium",0,0.0020611473720371,0.000687049124012367,0.0061834421161113,0.0109927859841979,0.00309172105805565,0.0175197526623154,0.00137409824802473,0.00171762281003092,0.0020611473720371,0.00103057368601855,0.00446581930608038,0.0267949158364823,0.00274819649604947,0.00171762281003092,0.00343524562006183,0,0.000343524562006183,0.00240467193404328,0.00377877018206802,0,0.000687049124012367,0.000687049124012367,0.000687049124012367,0.00171762281003092,0,0.00309172105805565,0,0,0,0.000343524562006183,0,0.00240467193404328,0,0,0,0,0.000343524562006183,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_296_Limnohabitans","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_297_Massilia","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_298_Flavobacterium","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","bacterium",0,0,0,0,0,0,0.000343524562006183,0,0,0.000343524562006183,0,0,0.000687049124012367,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_299_Polynucleobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter","bacterium",0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_300_Flavobacterium","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","bacterium",0,0.000343524562006183,0,0.00274819649604947,0.00927516317416695,0,0.0041222947440742,0,0.000687049124012367,0.00137409824802473,0,0.00103057368601855,0.00583991755410512,0,0.000343524562006183,0.000687049124012367,0.000343524562006183,0.000687049124012367,0.000343524562006183,0.000343524562006183,0,0,0,0,0.00137409824802473,0.00137409824802473,0.00137409824802473,0,0,0.00103057368601855,0.000343524562006183,0,0.000687049124012367,0.000343524562006183,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_301_Flavobacterium","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","bacterium",0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_302_Pseudarcicella","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella","bacterium",0.00274819649604947,0.00583991755410512,0.000343524562006183,0.0178632772243215,0.00549639299209894,0,0,0,0,0.00446581930608038,0.000343524562006183,0.00790106492614222,0.0202679491583648,0.00137409824802473,0.00343524562006183,0.0020611473720371,0.00103057368601855,0.00721401580212985,0.020611473720371,0.00137409824802473,0,0.00103057368601855,0,0.0807282720714531,0.000343524562006183,0.000343524562006183,0,0,0,0,0.000343524562006183,0.000687049124012367,0.0103057368601855,0.000687049124012367,0.000343524562006183,0,0,0.00103057368601855,0.020611473720371,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171762281003092,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_303_f_Ilumatobacteraceae","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","f_Ilumatobacteraceae","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_305_hgcI clade","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade","bacterium",0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_306_Ramlibacter","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_307_o_Acidobacteriales","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","o_Acidobacteriales","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0.000343524562006183
"OTU_308_Brevundimonas","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas sp.",0,0,0,0,0,0,0,0,0.00171762281003092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377877018206802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00480934386808657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_309_Caulobacter","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter","Caulobacter sp.",0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137409824802473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00480934386808657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446581930608038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_310_Acidovorax","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","Acidovorax sp.",0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0.00103057368601855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103057368601855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171762281003092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_311_Bradyrhizobium","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","iron-reducing bacterium enrichment culture clone HN112",0,0,0,0,0,0,0,0,0.0230161456544143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274819649604947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395053246307111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357265544486431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_312_Azospira","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Azospira","bacterium",0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_313_Aquabacterium","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium","bacterium",0.00103057368601855,0.0302301614565441,0.000343524562006183,0.0250772930264514,0,0.000343524562006183,0.0233596702164205,0,0.00240467193404328,0.000343524562006183,0,0.00515286843009275,0,0,0.00309172105805565,0.00652696667811749,0,0,0.00755754036413604,0.00137409824802473,0.000343524562006183,0.0250772930264514,0,0.000343524562006183,0,0,0.0346959807626245,0,0.00103057368601855,0,0,0,0.000343524562006183,0,0.000687049124012367,0.000343524562006183,0,0,0.00583991755410512,0,0.000343524562006183,0,0,0,0.000343524562006183,0,0.0123668842322226,0,0,0,0,0,0,0,0.000687049124012367,0.000343524562006183,0,0.000343524562006183,0.00137409824802473,0,0.000343524562006183,0,0,0,0,0,0.00515286843009275,0,0,0,0,0,0.000343524562006183,0,0,0.00274819649604947,0,0.00103057368601855,0.000343524562006183,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0
"OTU_314_Acidovorax","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","bacterium",0,0,0.00446581930608038,0,0,0,0,0.000343524562006183,0,0.0305736860185503,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0.00171762281003092,0.000687049124012367,0,0.0305736860185503,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0.00171762281003092,0,0,0.0216420474063896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00343524562006183,0,0,0.0199244245963586,0,0,0,0,0,0.000687049124012367,0,0,0,0,0.000343524562006183,0,0.000343524562006183,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0.000343524562006183,0
"OTU_315_Dechloromonas","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0.0154586052902783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154586052902783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106492614221917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00858811405015459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_316_Aquabacterium","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium","bacterium",0.000687049124012367,0.00377877018206802,0,0,0,0,0.00652696667811749,0.000687049124012367,0,0,0,0.000343524562006183,0,0,0.000343524562006183,0.000343524562006183,0,0.000687049124012367,0.00103057368601855,0,0,0.00721401580212985,0,0,0,0,0.0061834421161113,0.000343524562006183,0.000343524562006183,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0.0020611473720371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0
"OTU_317_Bosea","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137409824802473,0,0.0041222947440742,0,0,0.00103057368601855,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0.00309172105805565,0,0.00274819649604947,0,0.00377877018206802,0.0020611473720371,0,0,0,0,0,0.00858811405015459,0,0,0,0,0,0,0,0.0103057368601855,0.00515286843009275,0.00377877018206802,0.00858811405015459,0.0061834421161113,0.00790106492614222,0.00309172105805565,0.00583991755410512,0.00309172105805565,0.00309172105805565,0.00309172105805565,0.00583991755410512,0.00858811405015459,0.0061834421161113,0.00377877018206802,0.0041222947440742,0.00858811405015459,0.00377877018206802,0.00927516317416695,0.0041222947440742
"OTU_318_Aquabacterium","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium","bacterium",0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
